title,genre,belongs_to_franchise,production_company,runtime,popularity,release_season,release_month,averageRating
Madame Sousatzka,Drama,0,Other,122.0,0.553293,Fall,Oct,6.7
Max Dugan Returns,Comedy,0,Walt Disney Studios,98.0,1.737488,Winter,Mar,6.6
Midnight Express,Drama,0,Sony Pictures,121.0,7.186048,Summer,Sep,7.6
Misery,Drama,1,WarnerMedia,107.0,15.020845,Fall,Nov,7.8
Mr. Saturday Night,Drama,0,WarnerMedia,119.0,0.987196,Summer,Sep,5.9
Murphy's Romance,Comedy,0,Sony Pictures,107.0,1.46034,Fall,Dec,7.0
My Life,Drama,0,Other,114.0,3.987514,Fall,Nov,6.9
Network,Drama,0,Other,121.0,13.180457,Fall,Nov,8.1
No Way Out,Action,0,Other,114.0,11.457803,Summer,Aug,7.1
North Dallas Forty,Comedy,0,Other,119.0,5.66966,Summer,Aug,7.0
The Odd Couple,Comedy,1,ViacomCBS,106.0,8.3539,Winter,Feb,7.7
The Outlaw Josey Wales,Drama,1,WarnerMedia,135.0,5.849522,Spring,Jun,7.8
Black and White,Drama,0,Other,98.0,1.191035,Summer,Sep,4.9
Frequency,Crime,0,WarnerMedia,118.0,10.163266,Spring,Apr,7.3
Ready to Rumble,Action,0,Other,107.0,3.69298,Spring,Apr,5.4
Return to Me,Romance,0,Other,115.0,5.269733,Spring,Apr,6.9
Rules of Engagement,Action,0,Other,128.0,10.278274,Spring,Apr,6.4
Joe Gould's Secret,Drama,0,Other,104.0,1.063547,Winter,Jan,6.4
Me Myself I,Comedy,0,Other,104.0,0.727837,Spring,Apr,6.5
"Bell, Book and Candle",Fantasy,0,Sony Pictures,106.0,6.441891,Fall,Dec,6.9
The End of Violence,Drama,0,Other,122.0,1.621193,Summer,Sep,5.6
Force 10 from Navarone,Action,1,Sony Pictures,118.0,5.05047,Fall,Nov,6.4
How to Stuff a Wild Bikini,Comedy,1,Other,93.0,1.283731,Summer,Jul,4.8
Mystery Train,Crime,0,Other,113.0,4.814921,Summer,Sep,7.6
Sacco & Vanzetti,Crime,0,Other,120.0,1.560752,Winter,Mar,7.8
Taffin,Action,0,Other,96.0,2.076455,Winter,Feb,5.6
Arthur,Comedy,1,Other,97.0,14.911301,Summer,Jul,6.9
Bachelor Party,Comedy,1,Other,105.0,5.511756,Spring,Jun,6.3
Parenthood,Comedy,0,Other,124.0,8.09806,Summer,Jul,7.0
Predator,Other,1,Walt Disney Studios,107.0,18.495694,Spring,Jun,7.8
The Prince of Tides,Drama,0,Sony Pictures,132.0,2.960942,Fall,Dec,6.8
The Postman Always Rings Twice,Romance,0,Other,122.0,8.049042,Winter,Mar,6.6
All the Vermeers in New York,Comedy,0,Other,87.0,4e-06,Summer,Sep,6.5
An Actor's Revenge,Drama,0,Other,113.0,1.616275,Winter,Jan,7.5
28 Days,Comedy,0,Sony Pictures,103.0,4.756669,Spring,Apr,6.1
American Psycho,Thriller,1,Other,102.0,13.686715,Spring,Apr,7.6
Keeping the Faith,Comedy,0,WarnerMedia,127.0,6.045585,Spring,Apr,6.3
Where the Money is,Comedy,0,Other,89.0,8.851354,Spring,Apr,6.2
East Is East,Comedy,1,Other,97.0,5.138367,Spring,May,6.9
The Filth and the Fury,Documentary,0,Other,108.0,2.756553,Winter,Mar,7.7
Passion of Mind,Drama,0,Other,105.0,2.224117,Winter,Jan,5.5
Third World Cop,Action,0,Other,98.0,0.003626,Summer,Sep,6.3
Coming Apart,Drama,0,Other,110.0,0.186614,Fall,Oct,6.7
Diner,Comedy,0,Other,110.0,5.077092,Spring,Apr,7.1
Shakes the Clown,Action,0,Other,87.0,2.714993,Winter,Mar,5.6
Cabaret,Drama,0,Other,124.0,10.82887,Winter,Feb,7.8
What Ever Happened to Baby Jane?,Drama,0,Other,135.0,4.857003,Fall,Oct,8.1
Prick Up Your Ears,Drama,0,Other,111.0,3.328585,Spring,Apr,7.3
Auntie Mame,Comedy,0,WarnerMedia,143.0,1.849064,Fall,Dec,7.9
Guys and Dolls,Comedy,0,Other,150.0,4.860664,Fall,Nov,7.1
The Hunger,Horror,0,Other,97.0,13.235179,Spring,Apr,6.7
Marathon Man,Thriller,0,Other,125.0,6.006812,Fall,Oct,7.4
Caddyshack,Comedy,1,Other,98.0,10.451986,Summer,Jul,7.3
Gossip,Drama,0,Other,90.0,8.25719,Spring,Apr,5.9
Love & Basketball,Action,0,Other,124.0,5.733227,Spring,Apr,7.2
U-571,Action,0,NBCUniversal,116.0,7.879924,Spring,Apr,6.6
The Virgin Suicides,Drama,0,Other,97.0,10.505387,Spring,Apr,7.2
Jennifer Eight,Crime,0,ViacomCBS,124.0,4.620936,Fall,Nov,6.3
The Law,Drama,0,Other,126.0,0.478178,Winter,Jan,6.8
Limelight,Comedy,0,Other,137.0,10.755881,Fall,Oct,8.1
Empire of Passion,Drama,0,Other,105.0,1.185074,Winter,Jan,7.0
Stacy's Knights,Drama,0,Other,100.0,1.7e-05,Spring,Jun,4.5
Committed,Comedy,0,ViacomCBS,98.0,0.888545,Winter,Jan,5.1
The Crow: Salvation,Action,1,Other,102.0,6.311201,Fall,Oct,4.9
The Flintstones in Viva Rock Vegas,Other,1,NBCUniversal,90.0,6.053595,Spring,Apr,3.7
Where the Heart Is,Comedy,0,Walt Disney Studios,120.0,5.833133,Spring,Apr,6.8
The Big Kahuna,Comedy,0,Other,90.0,4.896026,Spring,Apr,6.6
Bossa Nova,Comedy,0,Sony Pictures,95.0,0.577044,Winter,Jan,6.2
Smiling Fish & Goat On Fire,Comedy,0,Other,90.0,0.071495,Summer,Sep,7.7
The Idiots,Drama,0,Other,117.0,9.174221,Spring,Apr,6.8
The Last September,Drama,0,Other,103.0,0.041845,Spring,Apr,5.9
Timecode,Drama,0,Sony Pictures,97.0,0.966535,Winter,Mar,6.0
Carnosaur,Horror,1,Other,83.0,0.293373,Spring,May,3.6
Carnosaur 2,Horror,1,Other,83.0,0.552444,Winter,Feb,3.7
Carnosaur 3: Primal Species,Action,1,Other,85.0,0.833274,Fall,Nov,3.2
Defying Gravity,Drama,0,Other,92.0,1.089872,Summer,Jul,6.6
The Hidden,Action,1,Other,96.0,5.467128,Fall,Oct,7.0
Two Moon Junction,Drama,0,Other,104.0,2.262915,Spring,Apr,5.1
I Dreamed of Africa,Romance,0,Sony Pictures,114.0,2.767134,Spring,May,5.7
Up at the Villa,Drama,0,Other,115.0,0.555311,Spring,Apr,6.0
Human Traffic,Comedy,1,Other,99.0,4.988283,Spring,Jun,7.1
Black Tights,Drama,0,Other,140.0,0.836137,Winter,Feb,6.1
Breathless,Action,0,Other,100.0,7.587797,Spring,May,5.9
The Great Locomotive Chase,Action,0,Walt Disney Studios,85.0,1.875042,Spring,Jun,6.9
The Idolmaker,Drama,0,Other,117.0,0.226827,Fall,Nov,7.0
Inferno,Horror,1,Other,107.0,4.783203,Winter,Feb,6.6
The King of Marvin Gardens,Drama,0,Other,103.0,1.58885,Fall,Oct,6.5
"The Nibelungs, Tale 1: Siegfried",Drama,1,Other,91.0,1.311263,Fall,Dec,6.3
The Lords of Flatbush,Drama,0,Other,86.0,1.391503,Spring,May,5.7
Mr. Mom,Comedy,0,Other,91.0,10.693092,Summer,Jul,6.6
Time Masters,Other,0,Other,75.0,8.717863,Winter,Mar,7.4
Battlefield Earth,Action,0,WarnerMedia,118.0,5.276926,Spring,May,2.5
Center Stage,Drama,1,Sony Pictures,115.0,10.491734,Spring,May,6.7
Held Up,Comedy,0,Other,89.0,2.387117,Fall,Oct,5.3
Screwed,Action,0,NBCUniversal,81.0,5.166155,Spring,May,5.8
Whipped,Comedy,0,Other,82.0,0.752852,Summer,Sep,4.5
Hamlet,Drama,0,Other,112.0,12.896203,Spring,May,5.9
Anchors Aweigh,Comedy,0,Other,143.0,4.35038,Summer,Jul,7.1
Blue Hawaii,Comedy,0,Other,102.0,6.656799,Fall,Nov,6.2
The Castaway Cowboy,Adventure,0,Walt Disney Studios,91.0,0.022568,Summer,Aug,5.9
G.I. Blues,Comedy,0,Other,104.0,1.587357,Fall,Nov,6.3
The Gay Deceivers,Comedy,0,Other,97.0,0.068258,Summer,Jul,5.8
Gypsy,Comedy,0,Other,143.0,2.184068,Fall,Dec,7.1
King Creole,Drama,0,Other,116.0,4.746925,Summer,Jul,7.0
On the Town,Comedy,0,Other,98.0,3.446446,Fall,Dec,7.4
One Little Indian,Other,0,Walt Disney Studios,90.0,0.469293,Spring,Jun,6.3
Pee-wee's Big Adventure,Adventure,1,WarnerMedia,90.0,11.461437,Summer,Jul,7.0
Regret to Inform,Documentary,0,Other,72.0,0.169989,Winter,Jan,7.1
Roustabout,Drama,0,Other,101.0,1.049308,Fall,Nov,6.1
The Slipper and the Rose,Adventure,0,Other,146.0,2.306621,Winter,Mar,7.0
Things Change,Drama,0,Sony Pictures,100.0,6.272716,Fall,Oct,7.0
Honeymoon in Vegas,Action,0,WarnerMedia,96.0,8.573348,Summer,Aug,5.8
Dinosaur,Other,0,Walt Disney Studios,82.0,9.998415,Spring,May,6.5
Loser,Drama,0,Other,98.0,6.244901,Summer,Jul,5.3
Road Trip,Comedy,1,Other,93.0,8.00158,Spring,May,6.4
Small Time Crooks,Action,0,Other,94.0,9.569183,Spring,May,6.7
The Hollywood Knights,Comedy,0,Other,91.0,2.599219,Spring,May,6.3
The Myth Of Fingerprints,Drama,0,Other,93.0,0.228526,Summer,Sep,5.9
Possession,Drama,0,Other,123.0,10.505671,Spring,May,7.4
The Twelve Chairs,Comedy,0,Other,94.0,3.869883,Fall,Oct,6.5
Mission: Impossible II,Adventure,1,ViacomCBS,123.0,18.97178,Spring,May,6.1
Shanghai Noon,Adventure,1,Walt Disney Studios,110.0,10.308442,Spring,May,6.6
Better Living Through Circuitry,Documentary,0,Other,85.0,0.076126,Winter,Jan,7.1
8 ½ Women,Drama,0,Other,118.0,1.687388,Spring,May,5.8
Carnival of Souls,Horror,0,Other,78.0,9.505439,Summer,Sep,7.1
Flying Tigers,Action,0,Other,102.0,1.636875,Fall,Oct,6.8
Lisa and the Devil,Fantasy,0,Other,92.0,1.958345,Spring,May,6.4
It's in the Water,Romance,0,Other,100.0,0.666315,Winter,Jan,6.1
Monsieur Verdoux,Comedy,0,Other,124.0,6.466517,Spring,Apr,7.9
On Her Majesty's Secret Service,Adventure,1,Other,142.0,9.356264,Fall,Dec,6.7
Seven Days in May,Drama,0,Other,118.0,2.623786,Winter,Feb,7.8
The Spy Who Loved Me,Adventure,1,Other,125.0,9.781451,Summer,Jul,7.1
Those Who Love Me Can Take the Train,Romance,0,Other,122.0,1.156694,Spring,May,6.4
Vagabond,Drama,0,Other,105.0,2.073938,Fall,Dec,7.7
Moonraker,Action,1,Other,126.0,10.576273,Spring,Jun,6.3
The Man with the Golden Gun,Adventure,1,Other,125.0,12.127492,Fall,Dec,6.8
A King in New York,Comedy,0,Other,110.0,4.182204,Fall,Oct,7.1
In Old California,Action,0,Other,91.0,0.889252,Spring,May,6.4
The Fighting Seabees,Action,0,Other,100.0,1.577427,Winter,Jan,6.6
Dark Command,Drama,0,Other,94.0,0.759791,Spring,Apr,6.8
Cléo from 5 to 7,Comedy,0,Other,90.0,4.480811,Spring,Apr,7.9
Big Momma's House,Crime,1,Walt Disney Studios,98.0,7.978985,Spring,May,5.2
Running Free,Other,0,Sony Pictures,81.0,0.482448,Fall,Nov,5.9
The Abominable Snowman,Adventure,0,Other,91.0,4.719784,Summer,Aug,6.4
American Gigolo,Thriller,0,ViacomCBS,117.0,11.53267,Winter,Feb,6.3
Anguish,Crime,0,Other,86.0,3.288353,Fall,Nov,6.7
The Blood Spattered Bride,Horror,0,Other,100.0,1.076492,Summer,Sep,6.2
City of the Living Dead,Horror,1,Other,93.0,8.54341,Summer,Aug,6.3
The Endless Summer,Documentary,1,Other,95.0,1.378819,Spring,Jun,7.7
La Grande Bouffe,Drama,0,Other,135.0,4.88779,Spring,May,7.2
Lured,Drama,0,Other,102.0,2.153455,Summer,Aug,7.0
Pandora and the Flying Dutchman,Fantasy,0,Other,122.0,1.10641,Winter,Feb,7.0
Quatermass and the Pit,Horror,1,Other,97.0,9.347228,Fall,Nov,7.0
Quatermass II,Horror,1,Other,85.0,7.029675,Spring,May,6.9
Rent-a-Cop,Comedy,0,Other,96.0,0.912369,Fall,Nov,4.6
Romeo and Juliet,Drama,0,Other,138.0,6.99099,Spring,Apr,7.6
Stay Tuned,Comedy,0,Other,87.0,13.72021,Summer,Aug,6.3
The Story of G.I. Joe,Drama,0,Other,108.0,0.897699,Summer,Jul,7.2
Blazing Saddles,Other,0,Other,93.0,13.233262,Winter,Feb,7.7
Benji,Adventure,1,Other,86.0,1.54283,Fall,Oct,6.2
Benji the Hunted,Action,1,Other,88.0,2.30019,Spring,Jun,6.3
For the Love of Benji,Other,1,Other,85.0,0.022568,Spring,Jun,6.0
White Christmas,Comedy,0,ViacomCBS,120.0,6.723456,Fall,Oct,7.6
Eraserhead,Drama,0,Other,89.0,7.871001,Winter,Mar,7.4
Baraka,Documentary,0,Other,96.0,9.925348,Summer,Sep,8.6
The Man with the Golden Arm,Crime,0,Other,119.0,3.353068,Fall,Dec,7.4
The Decline of Western Civilization,Documentary,1,Other,100.0,1.54682,Summer,Jul,7.6
The Decline of Western Civilization Part II: The Metal Years,Documentary,1,Other,93.0,1.350703,Spring,Jun,7.2
For a Few Dollars More,Other,0,Other,132.0,13.295342,Fall,Dec,8.2
Magnum Force,Action,1,Other,124.0,10.226181,Fall,Dec,7.2
Blood Simple,Crime,0,Other,97.0,8.884,Summer,Sep,7.6
The Fabulous Baker Boys,Other,0,Other,114.0,4.343506,Fall,Oct,6.9
Prizzi's Honor,Romance,0,Other,124.0,7.506871,Spring,Jun,6.7
Flatliners,Drama,0,Sony Pictures,115.0,11.890138,Summer,Aug,6.6
Gandahar,Other,0,Other,83.0,1.258514,Fall,Dec,7.1
Porky's,Comedy,1,Other,94.0,12.650546,Fall,Nov,6.2
Porky's II: The Next Day,Comedy,1,Other,98.0,5.269838,Spring,Jun,5.1
Porky's 3: Revenge,Comedy,1,Other,92.0,3.208108,Winter,Mar,4.9
Private School,Comedy,0,Other,89.0,4.479689,Summer,Jul,5.3
Class of Nuke 'Em High,Horror,1,Other,85.0,4.098849,Fall,Dec,5.7
The Toxic Avenger,Other,1,Other,82.0,8.061088,Spring,May,6.3
The Toxic Avenger Part II,Comedy,1,Other,96.0,2.553835,Winter,Feb,5.1
The Toxic Avenger Part III: The Last Temptation of Toxie,Comedy,1,Other,102.0,1.883822,Fall,Nov,4.4
Night of the Creeps,Comedy,0,Sony Pictures,88.0,5.460546,Summer,Aug,6.8
Predator 2,Other,1,Other,108.0,11.736241,Fall,Nov,6.3
The Running Man,Action,1,Other,101.0,9.389976,Fall,Nov,6.7
Starman,Action,0,Sony Pictures,115.0,9.763928,Fall,Dec,7.0
The Brother from Another Planet,Comedy,0,Other,108.0,2.02372,Summer,Sep,6.7
Alien Nation,Crime,1,Other,91.0,15.133316,Fall,Oct,6.3
Mad Max,Adventure,1,Other,93.0,11.412619,Spring,Apr,6.9
Mad Max 2: The Road Warrior,Adventure,1,Other,95.0,11.189831,Fall,Dec,7.6
Mad Max Beyond Thunderdome,Action,1,Other,107.0,12.689648,Spring,Jun,6.3
Bird on a Wire,Action,0,NBCUniversal,110.0,8.300805,Spring,May,6.0
Angel Heart,Horror,0,Other,113.0,7.290872,Winter,Mar,7.3
Nine 1/2 Weeks,Drama,1,Other,117.0,6.706262,Winter,Feb,6.0
Firestarter,Fantasy,0,Other,114.0,7.048087,Spring,May,6.1
Sleepwalkers,Fantasy,0,Sony Pictures,91.0,5.695003,Spring,Apr,5.3
Action Jackson,Action,1,Other,96.0,14.054862,Winter,Feb,5.5
Sarafina!,Drama,0,Other,117.0,1.166646,Summer,Sep,6.4
Soapdish,Comedy,0,ViacomCBS,97.0,9.904821,Spring,May,6.6
The Long Walk Home,Drama,0,Other,97.0,4.636786,Fall,Dec,7.3
Clara's Heart,Drama,0,Other,108.0,4.922454,Fall,Oct,6.3
Burglar,Crime,0,Other,103.0,1.417505,Winter,Mar,5.2
Fatal Beauty,Adventure,0,Other,104.0,1.473833,Fall,Oct,5.5
Gone in Sixty Seconds,Action,0,Walt Disney Studios,118.0,14.091765,Spring,Jun,6.5
American Pimp,Documentary,0,Other,87.0,1.152591,Winter,Jan,6.7
Love's Labour's Lost,Comedy,0,Other,93.0,5.867426,Winter,Mar,6.0
Trixie,Action,0,Other,116.0,1.626713,Spring,Jun,5.1
American Virgin,Comedy,0,Other,88.0,0.109065,Spring,Jun,3.5
Hamlet,Drama,0,Other,130.0,12.50303,Fall,Dec,6.7
Coming Home,Drama,0,Other,127.0,3.176733,Winter,Feb,7.3
American Pop,Other,0,Other,96.0,2.340967,Winter,Feb,7.3
Assault on Precinct 13,Action,0,Other,91.0,11.881808,Fall,Nov,7.4
Near Dark,Drama,0,Other,95.0,7.906537,Fall,Oct,7.0
One False Move,Crime,0,Other,105.0,3.14325,Spring,May,7.1
Shaft,Adventure,1,Other,100.0,3.73688,Summer,Jul,6.6
The Conversation,Crime,0,Other,113.0,13.245638,Spring,Apr,7.8
Cutter's Way,Drama,0,Other,105.0,2.696125,Winter,Mar,6.9
The Fury,Horror,0,Walt Disney Studios,118.0,11.844029,Winter,Mar,6.4
The Paper Chase,Comedy,0,Other,113.0,2.351669,Fall,Oct,7.2
Serpico,Crime,0,Other,129.0,12.842165,Fall,Dec,7.7
Ace in the Hole,Drama,0,ViacomCBS,111.0,11.046411,Spring,Jun,8.1
Lonely Are the Brave,Drama,0,Other,107.0,2.277618,Spring,May,7.6
