title,genre,belongs_to_franchise,production_company,runtime,popularity,release_season,release_month,averageRating
Conception,Comedy,0,Other,77.0,0.594675,Winter,Jan,5.3
French Film,Romance,0,Other,87.0,1.019161,Fall,Dec,6.5
The Backwoods,Horror,0,Other,97.0,7.856252,Summer,Sep,5.7
The Great Northfield Minnesota Raid,Action,0,Other,91.0,1.569337,Spring,May,6.1
The Model Couple,Drama,0,Other,101.0,0.222456,Winter,Mar,6.4
Paradise Lost 3: Purgatory,Documentary,1,Other,121.0,2.84239,Fall,Oct,8.1
Bachelorette,Comedy,0,Other,87.0,10.893224,Summer,Aug,5.3
The Words,Drama,0,Other,96.0,6.089971,Summer,Sep,7.0
Teddy Bear,Romance,0,Other,92.0,1.481425,Winter,Jan,7.1
Soldier In The Rain,Comedy,0,Other,88.0,0.46871,Fall,Nov,6.7
For My Father,Drama,0,Other,100.0,0.375176,Spring,Jun,7.3
The Moment of Truth,Drama,0,Other,110.0,0.542389,Winter,Mar,7.3
Mr. Freedom,Drama,0,Other,95.0,1.568747,Winter,Jan,6.5
Pitch Perfect,Comedy,1,Other,112.0,11.03595,Summer,Sep,7.1
The Cold Light of Day,Action,0,Other,93.0,11.112153,Spring,Apr,4.9
Hello I Must Be Going,Drama,0,Other,95.0,10.993583,Summer,Sep,6.2
Flowing,Drama,0,Other,117.0,1.118328,Fall,Nov,7.6
Branded,Other,0,Other,106.0,11.297363,Summer,Sep,4.7
The Sugar Curtain,Documentary,0,Other,90.0,0.040229,Summer,Sep,7.5
Samsara,Drama,0,Other,102.0,9.491177,Summer,Sep,8.5
Looper,Action,0,Sony Pictures,118.0,12.727269,Summer,Sep,7.4
Compliance,Drama,0,Other,90.0,7.563444,Summer,Aug,6.4
Thy Womb,Drama,0,Other,100.0,0.223633,Fall,Dec,6.9
That's My Boy,Comedy,0,Sony Pictures,116.0,8.923755,Spring,Jun,5.5
Arthur and the Revenge of Maltazard,Adventure,1,Other,93.0,9.603484,Fall,Nov,5.3
Deathstalker,Action,1,Other,80.0,2.030024,Summer,Sep,4.6
Deathstalker II,Action,1,Other,85.0,1.717162,Fall,Nov,5.2
Emergo,Horror,0,Other,80.0,7.177295,Fall,Oct,5.1
Klitschko,Documentary,0,Other,118.0,1.390327,Spring,Jun,7.7
Kinyarwanda,Drama,0,Other,100.0,0.163781,Winter,Jan,6.7
Nobody's Children,Drama,0,Other,105.0,0.982205,Winter,Feb,6.7
Vampir-Cuadecuc,Horror,0,Other,67.0,0.343475,Spring,May,6.7
Robot & Frank,Other,0,Other,85.0,9.291494,Summer,Aug,7.1
The Punk Syndrome,Documentary,0,Other,85.0,0.332434,Spring,May,7.9
Where Do We Go Now?,Drama,0,Other,110.0,3.809202,Spring,May,7.5
Ai Weiwei: Never Sorry,Documentary,0,Other,91.0,2.643111,Spring,Jun,7.6
Stag Night,Action,0,Other,84.0,1.504671,Spring,Jun,4.8
Hollywood Sex Wars,Comedy,0,Other,98.0,1.180964,Fall,Oct,4.1
Jesus Henry Christ,Comedy,0,Other,92.0,6.662375,Spring,May,6.4
Pirates of the Great Salt Lake,Action,0,Other,86.0,0.149519,Winter,Jan,5.6
Resident Evil: Retribution,Action,1,Other,95.0,0.948759,Summer,Sep,5.4
Trouble with the Curve,Drama,0,WarnerMedia,111.0,6.032041,Summer,Sep,6.8
"Walk Softly, Stranger",Crime,0,Other,81.0,0.540117,Fall,Oct,6.5
360,Drama,0,Other,110.0,7.104451,Summer,Jul,6.2
Close,Drama,0,Other,84.0,0.881873,Spring,Jun,6.4
Employees' Entrance,Drama,0,Other,75.0,0.26519,Winter,Feb,7.2
The Pearls of the Crown,Comedy,0,Other,105.0,0.416902,Spring,May,7.0
Suicide Club,Drama,0,Other,96.0,0.108027,Fall,Nov,5.9
Under African Skies,Other,0,Other,102.0,0.45347,Spring,May,7.8
Lola Versus,Comedy,0,Other,87.0,4.296441,Spring,Apr,5.5
The Master,Drama,0,Other,137.0,8.074218,Summer,Sep,7.2
"John Huston: The Man, the Movies, the Maverick",Other,0,Other,126.0,0.662545,Winter,Jan,7.8
Dredd,Action,0,Other,95.0,12.1524,Summer,Sep,7.1
We Live Again,Drama,0,Other,85.0,0.345705,Fall,Nov,6.4
247°F,Horror,0,Other,90.0,7.427206,Summer,Sep,4.9
Arbitrage,Drama,0,Other,100.0,5.808496,Summer,Sep,6.6
Blue Like Jazz,Drama,0,Other,106.0,1.891233,Spring,Apr,5.9
Manual of Love 2,Comedy,1,Other,120.0,8.663872,Winter,Jan,5.6
The Friends at the Margherita Cafe,Drama,0,Other,90.0,1.736532,Spring,Apr,6.0
Play Girl,Comedy,0,Other,77.0,0.162319,Winter,Mar,6.4
Detropia,Documentary,0,Other,93.0,0.647258,Summer,Sep,6.4
The Liquidator,Action,0,Other,94.0,2.955175,Spring,Apr,4.8
Pearls of the Deep,Comedy,0,Other,105.0,0.179625,Winter,Jan,6.6
The Perfect Murder,Thriller,0,Other,93.0,0.690045,Summer,Aug,5.9
The Hamburg Syndrome,Comedy,0,Other,117.0,0.814198,Fall,Nov,6.2
Kismet,Adventure,0,Other,103.0,0.462062,Fall,Oct,6.3
ChromeSkull: Laid to Rest 2,Horror,1,Other,93.0,2.651419,Summer,Sep,5.1
Rain over Santiago,Drama,0,Other,112.0,0.442612,Fall,Dec,6.5
Puckoon,Comedy,0,Other,82.0,0.026354,Winter,Jan,5.9
Dolan's Cadillac,Drama,1,Other,81.0,3.481648,Fall,Oct,5.7
Nobody Knows Anybody,Thriller,0,Other,105.0,0.458272,Fall,Nov,5.9
Breathless,Comedy,0,Other,91.0,4.983025,Winter,Jan,5.1
Blood Money,Action,0,Other,106.0,1.054783,Summer,Aug,3.2
End of Watch,Crime,0,Other,109.0,7.45279,Summer,Sep,7.6
"High, Wide, and Handsome",Other,0,ViacomCBS,110.0,0.025823,Summer,Jul,6.4
V/H/S,Thriller,1,Other,116.0,7.820787,Summer,Jul,5.8
Boxing Gym,Documentary,0,Other,91.0,0.191114,Fall,Oct,6.9
Everyone,Comedy,0,Other,90.0,1.311293,Summer,Sep,5.6
The Perks of Being a Wallflower,Drama,0,Other,102.0,12.775679,Summer,Sep,8.0
The Hunt,Drama,0,Other,115.0,8.462801,Summer,Aug,8.3
Holy Motors,Drama,0,Other,115.0,7.34241,Summer,Jul,7.1
Knuckleball!,Documentary,0,Other,93.0,0.569051,Summer,Sep,7.1
Either Way,Drama,0,Other,84.0,0.668137,Summer,Sep,6.6
The Hunter,Drama,0,Other,90.0,0.876263,Spring,Apr,6.3
Behind the Burly Q,Documentary,0,Other,97.0,0.386717,Spring,Apr,6.7
Two Rabbits,Action,0,Other,108.0,2.315249,Winter,Jan,7.4
Sparkle,Drama,0,Other,116.0,2.24386,Summer,Aug,5.7
Thin Ice,Crime,0,Other,93.0,9.64235,Winter,Jan,6.2
Red Lights,Thriller,0,Other,119.0,11.535478,Winter,Mar,6.2
Taken 2,Action,1,Other,91.0,16.376482,Summer,Sep,6.3
The Paperboy,Thriller,0,Other,107.0,5.526878,Summer,Sep,5.8
Shut Up and Play the Hits,Other,0,Other,105.0,0.93568,Winter,Jan,7.4
The Private Life of Don Juan,Romance,0,Other,89.0,0.373596,Winter,Jan,6.3
Quadrille,Romance,0,Other,95.0,0.387779,Winter,Jan,6.8
One Nine Nine Four,Documentary,0,Other,90.0,0.149418,Fall,Oct,7.9
Bleach the Movie: Fade to Black,Action,1,Other,94.0,3.611017,Fall,Dec,7.3
In Passing,Drama,0,Other,75.0,0.007123,Summer,Sep,6.8
Nanayo,Drama,0,Other,90.0,0.453058,Fall,Nov,6.8
Road North,Drama,0,Other,110.0,0.636526,Summer,Aug,6.4
A Royal Affair,Drama,0,Other,137.0,8.168448,Winter,Mar,7.5
House at the End of the Street,Horror,0,Other,101.0,8.513457,Summer,Sep,5.6
Attack of the 50 Foot Cheerleader,Comedy,0,Other,83.0,1.862464,Winter,Jan,4.4
"Hard, Fast and Beautiful",Drama,0,Other,78.0,0.119839,Spring,May,6.2
The Newest Pledge,Comedy,0,Other,85.0,0.010466,Summer,Aug,4.3
Despair,Drama,0,Other,119.0,8.830557,Spring,May,7.1
My Left Eye Sees Ghosts,Fantasy,0,Other,97.0,0.696557,Winter,Jan,6.7
2016: Obama's America,Documentary,0,Other,87.0,1.221216,Summer,Jul,5.0
A Happy Event,Drama,0,Other,107.0,3.274786,Summer,Sep,6.6
Love Lasts Three Years,Romance,0,Other,98.0,5.019821,Fall,Dec,6.1
Volcano,Drama,0,Other,95.0,1.240464,Summer,Sep,7.1
Presumed Guilty,Drama,0,Other,102.0,2.494324,Summer,Sep,7.3
Surviving Progress,Documentary,0,Other,86.0,0.238258,Fall,Nov,7.4
Doughboys,Comedy,0,Other,79.0,0.036897,Summer,Aug,5.8
Tobor the Great,Other,0,Other,77.0,1.100509,Summer,Sep,5.3
The Tall Man,Horror,0,Other,106.0,7.96508,Winter,Mar,5.9
The Magic of Belle Isle,Comedy,0,Other,109.0,5.900375,Summer,Jul,7.0
The Lie,Drama,0,Other,80.0,0.459659,Fall,Nov,5.1
The Painted Veil,Romance,0,Other,85.0,0.631309,Fall,Nov,6.6
LOL,Drama,0,Other,97.0,10.005198,Winter,Feb,4.4
Stormy Waters,Action,0,Other,91.0,0.584374,Fall,Nov,7.2
A Report on the Party and the Guests,Drama,0,Other,70.0,0.459359,Fall,Dec,7.2
The Sapphires,Comedy,0,Other,103.0,4.920986,Summer,Aug,7.0
Just Add Water,Comedy,0,Other,95.0,6.961849,Winter,Mar,5.6
The Return of the Prodigal Son,Drama,0,Other,98.0,0.947656,Winter,Mar,6.7
Rust and Bone,Drama,0,Other,123.0,8.400049,Spring,May,7.5
Genocide,Horror,0,Other,84.0,0.313494,Fall,Nov,5.0
"Goke, Body Snatcher from Hell",Horror,0,Other,84.0,0.464229,Summer,Aug,6.2
The Living Skeleton,Horror,0,Other,81.0,0.809741,Fall,Nov,6.3
Madonna of the Seven Moons,Drama,0,Other,110.0,0.247752,Winter,Jan,6.4
The Man in Grey,Drama,0,Other,116.0,0.319581,Summer,Aug,6.6
Ishaqzaade,Drama,0,Other,132.0,1.196578,Spring,May,6.5
Evil Bong,Comedy,1,Other,86.0,2.789905,Fall,Oct,4.0
Here Comes the Devil,Horror,0,Other,97.0,2.540221,Summer,Sep,5.6
7 Below,Horror,0,Other,90.0,2.254853,Spring,Apr,3.1
Kon-Tiki,Adventure,0,Other,118.0,7.83072,Summer,Aug,7.2
Katy Perry: Part of Me,Documentary,0,Other,93.0,8.960713,Spring,Jun,5.9
Viy,Drama,0,Other,77.0,1.536545,Fall,Nov,7.4
The Rise of Catherine the Great,Romance,0,Other,95.0,0.219576,Winter,Jan,6.4
Roseland,Drama,0,Other,104.0,0.120345,Fall,Oct,5.9
The Rusty Knife,Thriller,0,Other,90.0,0.210451,Winter,Jan,6.7
El tren de la memoria,Documentary,0,Other,85.0,0.039978,Spring,Apr,7.3
A Safe Place,Drama,0,Other,94.0,0.707226,Fall,Oct,5.2
Urbanized,Documentary,0,Other,85.0,1.259725,Summer,Sep,7.3
The Cool Ones,Comedy,0,Other,95.0,0.174993,Spring,Apr,4.7
Blood of Dracula,Horror,0,Other,68.0,0.307271,Fall,Nov,4.5
I'm King Kong!: The Exploits of Merian C. Cooper,Other,0,Other,57.0,0.005566,Fall,Nov,7.5
Not Here to Be Loved,Romance,0,Other,93.0,1.078297,Fall,Oct,7.1
California Solo,Drama,0,Other,93.0,1.081898,Fall,Nov,6.3
Marley,Documentary,0,Other,144.0,5.825337,Spring,Apr,8.0
Frankenweenie,Other,0,Walt Disney Studios,87.0,10.296047,Fall,Oct,6.9
Mother,Comedy,1,Other,135.0,0.838046,Winter,Jan,6.8
When Heroes Lie,Documentary,0,Other,119.0,0.227758,Fall,Oct,7.2
Sinister,Horror,1,Other,110.0,12.490637,Winter,Mar,6.8
Louise Brooks: Looking for Lulu,Documentary,0,Other,60.0,0.001202,Spring,May,7.7
Shottas,Action,0,Other,95.0,2.014035,Winter,Feb,6.2
Sapphire,Crime,0,Other,92.0,1.756658,Fall,Nov,7.1
Passion Play,Drama,0,Other,94.0,7.230431,Summer,Sep,4.6
Virginia,Drama,0,Other,111.0,4.579336,Spring,May,5.4
Hotel Transylvania,Other,1,Sony Pictures,91.0,16.231945,Summer,Sep,7.1
Our City Dreams,Documentary,0,Other,85.0,0.075297,Summer,Aug,6.8
Side by Side,Documentary,0,Other,99.0,6.337857,Summer,Aug,7.6
A Good Old Fashioned Orgy,Comedy,0,Other,95.0,5.059544,Summer,Sep,6.1
Daleks' Invasion Earth: 2150 A.D.,Other,1,Other,81.0,2.997399,Winter,Jan,6.1
Fat Kid Rules The World,Drama,0,Other,98.0,1.150293,Fall,Oct,6.5
Charlie Chan in Egypt,Crime,1,Walt Disney Studios,73.0,1.06717,Spring,Jun,6.8
Charlie Chan in London,Crime,1,Walt Disney Studios,79.0,0.727814,Summer,Sep,7.1
Coupe de Ville,Comedy,0,Other,99.0,5.168379,Winter,Mar,6.7
Shakespeare Wallah,Drama,0,Other,120.0,0.04224,Fall,Dec,6.8
Love in the Time of Hysteria,Drama,0,Other,94.0,0.868401,Summer,Sep,6.9
We Are From The Future,Other,1,Other,116.0,2.42363,Winter,Jan,6.7
Creature from the Haunted Sea,Comedy,0,Other,63.0,0.297889,Spring,Jun,3.5
Take Aim at the Police Van,Action,0,Other,79.0,0.707129,Winter,Jan,6.7
The Screaming Skull,Thriller,0,Other,68.0,1.05475,Winter,Jan,3.9
Argo,Drama,0,WarnerMedia,120.0,14.238234,Fall,Oct,7.7
Seven Psychopaths,Comedy,0,ViacomCBS,110.0,9.643538,Summer,Sep,7.2
Nobody Walks,Drama,0,Other,83.0,3.705199,Fall,Oct,5.3
Butter,Comedy,0,Other,90.0,8.328357,Summer,Sep,6.2
Atlas Shrugged Part II,Drama,1,Other,112.0,2.833747,Fall,Oct,5.4
Ill Manors,Crime,0,Other,121.0,5.256712,Spring,Jun,7.1
Liberal Arts,Romance,0,Other,97.0,7.113542,Summer,Sep,6.7
"Ator, the Fighting Eagle",Fantasy,1,Other,98.0,0.878669,Fall,Oct,3.2
Under the Boardwalk: The Monopoly Story,Documentary,0,Other,88.0,0.920233,Winter,Mar,6.2
Choking Man,Comedy,0,Other,85.0,0.728412,Spring,Apr,5.9
"Farewell, My Queen",Drama,0,Other,100.0,6.974885,Winter,Mar,6.2
The House I Live In,Documentary,0,Other,110.0,1.339277,Fall,Oct,7.9
West of Memphis,Documentary,0,Other,150.0,2.80109,Fall,Dec,7.9
Boogie Man: The Lee Atwater Story,Documentary,0,Other,86.0,0.260175,Summer,Sep,7.6
Thermae Romae,Drama,1,Other,108.0,2.129707,Spring,Apr,6.4
Michael,Drama,0,Other,96.0,2.932292,Spring,May,6.9
Kings of Pastry,Documentary,0,Other,87.0,1.482868,Fall,Nov,6.9
The Reluctant Saint,Drama,0,Other,105.0,0.413202,Fall,Dec,7.2
The Gorilla,Horror,0,Walt Disney Studios,68.0,0.223875,Spring,May,4.8
Hoodwinked Too! Hood VS. Evil,Comedy,1,Other,86.0,9.382577,Spring,Apr,4.7
Thirst for Love,Drama,0,Other,105.0,0.119397,Winter,Feb,7.2
Drones,Comedy,0,Other,96.0,0.328804,Winter,Jan,6.3
Catch.44,Drama,0,Other,93.0,5.799422,Fall,Dec,4.6
The Sound of Fury,Action,0,Other,85.0,1.029314,Fall,Dec,7.2
The Letter,Drama,0,Other,92.0,1.268026,Summer,Sep,3.6
Three Resurrected Drunkards,Drama,0,Other,80.0,0.664592,Winter,Mar,6.6
Tormento,Drama,0,Other,87.0,0.60492,Winter,Feb,6.4
Les Visiteurs du Soir,Drama,0,Other,120.0,0.82687,Fall,Dec,7.3
Tony,Horror,0,Other,76.0,3.23304,Winter,Feb,6.2
Dive!,Documentary,0,Other,53.0,0.119402,Winter,Feb,7.1
The Clink of Ice,Comedy,0,Other,87.0,3.010211,Summer,Aug,6.3
The Warped Ones,Drama,0,Other,75.0,0.171429,Summer,Sep,7.0
16 to Life,Comedy,0,Other,118.0,0.48186,Summer,Sep,6.4
How to Survive a Plague,Documentary,0,Other,120.0,1.204651,Summer,Sep,7.6
[REC]³ Genesis,Horror,1,Other,80.0,5.335003,Winter,Mar,5.0
Four Sons,Drama,0,Walt Disney Studios,89.0,0.011337,Spring,Jun,6.3
Greystone Park,Horror,0,Other,79.0,3.431935,Summer,Sep,3.2
Last Ride,Drama,0,Other,101.0,3.415676,Summer,Jul,6.7
Girl in Progress,Comedy,0,Other,93.0,2.795503,Spring,May,5.6
Astérix and Obélix: God Save Britannia,Other,1,Other,110.0,9.722726,Fall,Oct,5.3
Lightning Strikes Twice,Drama,0,WarnerMedia,91.0,0.242861,Spring,Apr,6.5
My Forbidden Past,Drama,0,Other,70.0,0.97482,Spring,Apr,6.2
56 Up,Documentary,1,Other,144.0,0.513828,Spring,May,7.9
Around the World,Comedy,0,Other,80.0,0.001177,Fall,Nov,5.7
Turkish Passion,Drama,0,Other,112.0,1.112376,Fall,Nov,5.3
Un Dimanche à Kigali,Drama,0,Other,118.0,0.133962,Spring,Apr,7.2
We Are Legion: The Story of the Hacktivists,Documentary,0,Other,93.0,4.13986,Winter,Jan,7.3
The Barrens,Horror,0,Other,97.0,3.678189,Summer,Sep,4.6
Transit,Drama,0,Other,88.0,3.760079,Winter,Jan,5.8
Love Me No More,Thriller,0,Other,85.0,5.922081,Spring,Apr,7.1
Paranormal Activity 4,Horror,1,ViacomCBS,95.0,6.188286,Fall,Oct,4.6
You Are God,Drama,0,Other,110.0,0.331599,Spring,May,6.6
Where the Boys Are '84,Comedy,0,Other,94.0,0.168904,Spring,Apr,4.0
Skyscraper,Comedy,0,Other,90.0,0.199933,Summer,Sep,6.2
Tai Chi Zero,Action,1,Other,100.0,10.066776,Summer,Sep,6.1
The White Angel,Drama,0,Other,100.0,0.571449,Spring,Apr,6.7
The X from Outer Space,Other,1,Other,89.0,0.368482,Winter,Mar,5.0
The Babymakers,Comedy,0,Other,98.0,4.001946,Summer,Aug,5.0
Rosewood Lane,Horror,0,Other,97.0,2.16938,Fall,Oct,4.6
The Glamorous Life of Sachiko Hanai,Fantasy,0,Other,90.0,0.798831,Fall,Oct,5.8
The Strange Case of the End of Civilization as We Know It,Comedy,0,Other,56.0,0.835451,Summer,Sep,6.4
A Feast At Midnight,Other,0,Other,105.0,0.254535,Fall,Nov,6.7
Tom & Thomas,Drama,0,Other,110.0,0.497549,Winter,Jan,6.7
"3, 2, 1... Frankie Go Boom",Comedy,0,Other,89.0,1.920868,Fall,Oct,5.9
Alex Cross,Action,1,Other,101.0,8.279285,Fall,Oct,5.2
The Ambassador,Documentary,0,Other,93.0,0.684441,Fall,Oct,7.3
"Luck, Trust & Ketchup: Robert Altman in Carver Country",Documentary,0,Other,90.0,0.035278,Winter,Mar,7.0
Hellboy: The Seeds of Creation,Documentary,0,Sony Pictures,143.0,0.297573,Winter,Jan,6.8
Rx (Simple Lies),Action,0,Other,89.0,2.983131,Spring,Apr,5.4
ReGeneration,Documentary,0,Other,81.0,0.336324,Spring,May,7.0
Free Men,Drama,0,Other,99.0,0.660023,Summer,Sep,6.6
This Ain’t California,Documentary,0,Other,90.0,0.76798,Summer,Aug,7.4
Steve Jobs: The Lost Interview,Documentary,0,Other,70.0,2.033402,Spring,May,8.0
Rolling,Drama,0,Other,90.0,0.064795,Winter,Jan,5.5
Silent Hill: Revelation 3D,Thriller,1,Other,94.0,5.745206,Fall,Oct,5.0
Graduation Day,Horror,0,Other,96.0,2.590862,Spring,May,4.8
Holiday Affair,Comedy,0,Other,87.0,1.993116,Fall,Dec,7.2
Like Dandelion Dust,Drama,0,Other,100.0,1.659692,Winter,Feb,7.0
Men Do what Men Can,Comedy,1,Other,108.0,2.370516,Fall,Oct,6.0
Stockholm East,Drama,0,Other,95.0,0.635034,Fall,Oct,6.2
The Woman Who Dreamed of a Man,Romance,0,Other,100.0,0.311041,Winter,Jan,5.0
Beware the Moon: Remembering 'An American Werewolf in London',Documentary,0,NBCUniversal,98.0,0.14892,Summer,Sep,7.8
Pumping Iron II: The Women,Documentary,1,Other,107.0,0.138214,Spring,May,5.9
Witness to Murder,Crime,0,Other,83.0,1.097008,Spring,Apr,6.7
The Piano in a Factory,Drama,0,Other,107.0,0.5387,Summer,Jul,7.4
The Patience Stone,Drama,0,Other,98.0,4.713745,Summer,Sep,6.9
Chasing Mavericks,Drama,0,Walt Disney Studios,117.0,8.965733,Fall,Oct,7.2
Craigslist Joe,Adventure,0,Other,90.0,1.947322,Summer,Aug,6.8
Here Comes the Boom,Comedy,0,Sony Pictures,105.0,13.409588,Fall,Oct,6.4
Victor Seastrom,Other,0,Other,65.0,3.8e-05,Winter,Jan,7.0
Night of the Running Man,Action,0,Other,93.0,2.621768,Winter,Jan,5.9
Hitman's Run,Action,0,Other,93.0,0.115801,Winter,Jan,4.1
Mental,Comedy,0,Other,116.0,2.643849,Fall,Oct,6.2
Killing Them Softly,Crime,0,Other,97.0,6.777326,Summer,Sep,6.2
The Imposter,Documentary,0,Other,95.0,8.970709,Summer,Jul,7.5
The Other Dream Team,Documentary,0,Other,89.0,0.50755,Summer,Sep,8.4
The Sessions,Drama,0,Walt Disney Studios,98.0,5.760319,Spring,May,7.2
Remember the Day,Other,0,Walt Disney Studios,86.0,0.049783,Fall,Dec,7.2
A Child Is Waiting,Drama,0,Other,102.0,9.539316,Winter,Feb,7.2
Salvage,Horror,0,Other,79.0,1.494051,Winter,Mar,5.0
Submarine X-1,Action,0,Other,89.0,0.565796,Spring,Jun,5.3
What Richard Did,Drama,0,Other,87.0,3.507571,Summer,Sep,6.3
Smashed,Drama,0,Other,85.0,4.893812,Summer,Sep,6.8
Splinterheads,Comedy,0,Other,94.0,0.579509,Fall,Nov,5.9
The Babysitters,Drama,0,Other,88.0,4.822464,Summer,Sep,5.6
Wreck-It Ralph,Other,1,Walt Disney Studios,108.0,13.697597,Fall,Nov,7.7
Lookin' to Get Out,Comedy,0,Other,105.0,0.963345,Fall,Oct,5.2
Diplomatic Siege,Action,0,Other,90.0,0.571035,Fall,Nov,4.0
Silver Linings Playbook,Drama,0,Other,122.0,14.488111,Summer,Sep,7.7
Flight,Drama,0,ViacomCBS,138.0,10.973822,Fall,Nov,7.3
Five Broken Cameras,Other,0,Other,90.0,1.591943,Fall,Nov,7.9
Anna Karenina,Drama,0,NBCUniversal,130.0,8.543311,Summer,Sep,6.6
Life of Pi,Adventure,0,Walt Disney Studios,127.0,14.045042,Fall,Nov,7.9
The Saint In London,Other,1,Other,72.0,1.068317,Spring,Jun,6.4
The Day,Action,0,Other,85.0,4.731001,Summer,Sep,5.2
The Man with the Iron Fists,Action,1,Other,96.0,8.310945,Fall,Nov,5.4
Back to Stay,Drama,0,Other,95.0,0.438869,Summer,Aug,6.1
Excision,Horror,0,Other,81.0,12.493245,Summer,Sep,6.1
The Other Son,Drama,0,Other,105.0,2.611671,Spring,Apr,7.3
Bait,Action,0,Other,93.0,6.498141,Summer,Sep,5.2
Gallowwalkers,Action,0,Other,90.0,5.643051,Fall,Oct,3.6
Rosencrantz and Guildenstern Are Undead,Comedy,0,Other,89.0,0.518825,Winter,Jan,5.0
Wake in Fright,Drama,0,Other,114.0,4.249576,Summer,Jul,7.7
Won't Back Down,Drama,0,Other,121.0,2.401289,Summer,Sep,6.5
The Bay,Horror,0,Other,84.0,6.770051,Summer,Sep,5.6
Union Square,Drama,0,Other,80.0,0.375897,Summer,Jul,5.2
The Hypnotist,Crime,0,Other,121.0,9.090998,Summer,Sep,5.6
"Madrid, 1987",Drama,0,Other,104.0,1.735369,Summer,Sep,6.3
One Man's Fate,Drama,0,Other,93.0,0.001908,Summer,Sep,6.1
The Details,Comedy,0,Other,96.0,5.143891,Fall,Nov,6.1
Jack & Diane,Drama,0,Other,110.0,7.27853,Fall,Nov,4.4
A Late Quartet,Other,0,Other,105.0,11.03656,Fall,Nov,7.1
Vexille,Other,0,Other,109.0,9.797201,Summer,Aug,6.8
Sleepless Night,Action,0,Other,98.0,2.942355,Fall,Nov,6.7
The Age of Innocence,Drama,0,Other,81.0,0.006418,Summer,Sep,6.2
Bear with Me,Other,0,Other,96.0,0.340505,Winter,Jan,5.5
The Lady,Drama,0,Other,135.0,11.155052,Fall,Nov,7.1
Fate of a Man,Drama,0,Other,103.0,0.622605,Summer,Aug,8.0
All About Actresses,Comedy,0,Other,105.0,1.18718,Winter,Jan,6.6
Stolen,Action,0,Other,96.0,7.759429,Spring,May,5.5
Amour,Drama,0,Other,127.0,7.663947,Summer,Jul,7.9
Something's Gonna Live,Documentary,0,Other,80.0,0.087297,Spring,Jun,7.6
Himizu,Crime,0,Other,129.0,3.161281,Summer,Sep,7.1
Brooklyn Castle,Documentary,0,Other,101.0,0.586854,Fall,Oct,7.2
The Well Digger's Daughter,Drama,0,Other,107.0,11.968475,Spring,Apr,7.0
The Ambush: Incident at Blood Pass,Action,0,Other,117.0,1.424191,Fall,Dec,7.1
Jiang Hu,Drama,0,Other,85.0,1.259639,Spring,May,6.3
Death Weekend,Horror,0,Other,87.0,0.000308,Summer,Sep,6.1
Labor Pains,Comedy,0,Other,89.0,9.892713,Summer,Jul,4.8
Cockneys vs Zombies,Comedy,0,Other,88.0,11.20619,Summer,Aug,5.9
28 Hotel Rooms,Drama,0,Other,82.0,2.296686,Winter,Jan,5.8
Citadel,Horror,0,Other,85.0,9.189238,Summer,Jul,5.5
Dangerous Liaisons,Drama,0,Other,110.0,1.921426,Summer,Sep,5.9
Blood Tide,Adventure,0,Other,82.0,0.863501,Summer,Sep,4.0
Indie Game: The Movie,Documentary,0,Other,96.0,7.843916,Spring,May,7.6
Capital,Drama,0,Other,114.0,4.194984,Fall,Nov,6.5
Beloved Berlin Wall,Drama,0,Other,103.0,0.828537,Fall,Nov,6.6
Meet Monica Velour,Comedy,0,Other,98.0,1.608163,Spring,Jun,5.8
The Conscientious Objector,Documentary,0,Other,101.0,0.200159,Winter,Mar,8.2
Kill Me Please,Comedy,0,Other,95.0,1.472867,Fall,Nov,6.4
Lincoln,Other,0,Other,149.0,10.680331,Fall,Nov,7.3
Nature Calls,Comedy,0,Other,79.0,1.442686,Fall,Nov,4.0
Babbitt,Drama,0,Other,74.0,0.56427,Fall,Dec,6.1
In Their Sleep,Horror,0,Other,79.0,1.461445,Winter,Mar,5.6
Requiem for a Killer,Thriller,0,Other,91.0,5.479873,Spring,Jun,5.1
Vamps,Comedy,0,Other,93.0,6.290812,Summer,Aug,5.2
Cash on Demand,Crime,0,Other,84.0,0.832953,Fall,Oct,7.4
The Moth Diaries,Horror,0,Other,85.0,3.476938,Summer,Sep,4.9
The Invisible War,Crime,0,Other,93.0,7.473701,Winter,Jan,7.6
OMG: Oh My God!,Comedy,0,Other,125.0,2.960593,Summer,Sep,8.1
The Strawberry Statement,Drama,0,Other,109.0,0.93611,Summer,Aug,6.8
The Twilight Saga: Breaking Dawn - Part 2,Adventure,1,Other,115.0,26.080995,Fall,Nov,5.5
Shakespeare High,Documentary,0,Other,81.0,0.427762,Winter,Mar,7.3
The Tiger Brigades,Action,0,Other,125.0,2.37193,Spring,Apr,5.8
The Year 01,Comedy,0,Other,90.0,0.64636,Winter,Feb,6.2
10 Years,Comedy,0,Other,100.0,8.881954,Summer,Sep,6.1
Price Check,Drama,0,Other,92.0,4.707256,Fall,Nov,5.4
Red Dawn,Other,0,Other,93.0,5.627787,Fall,Nov,5.4
Starry Starry Night,Drama,0,Other,99.0,3.572172,Fall,Nov,6.9
Rise of the Guardians,Fantasy,0,NBCUniversal,97.0,10.943775,Fall,Nov,7.3
The Counterfeiters of Paris,Crime,0,Other,98.0,1.249245,Winter,Feb,7.1
